epoch,loss,mae,val_loss,val_mae
0,0.06857392936944962,0.22433651983737946,0.06971777975559235,0.22005479037761688
1,0.06330981105566025,0.2119983285665512,0.06736025214195251,0.21806307137012482
2,0.06272625923156738,0.210309237241745,0.06729289144277573,0.2182018756866455
3,0.06254575401544571,0.2100970298051834,0.06867016851902008,0.22009974718093872
4,0.062405653297901154,0.20963500440120697,0.06728190183639526,0.21831418573856354
5,0.062403321266174316,0.20976491272449493,0.067668117582798,0.21877431869506836
6,0.06229788437485695,0.20943334698677063,0.06866023689508438,0.22009986639022827
7,0.062303923070430756,0.20929178595542908,0.06806005537509918,0.21916548907756805
